I NEAREST FINAL TOUR
30 26441 26441 30 47 62 12 77 16 44 35 95 91 18 43 40 17 23 76 15 1 41 13 63 81 32 14 5 3 82 86 59 73 65 93 56 33 6 83 57 51 53 42 88 49 54 21 22 87 36 71 64 78 80 46 55 99 25 68 61 4 66 39 38 69 52 72 84 92 10 2 27 90 96 98 7 28 31 58 75 97 11 70 26 60 34 8 24 45 89 0 94 20 85 48 29 74 79 19 37 67 9 50 30 
31 27597 27597 31 58 75 98 7 28 96 90 27 2 10 92 84 72 52 69 38 39 66 4 61 25 99 55 68 74 29 79 19 37 85 48 67 9 20 89 0 94 97 11 70 26 60 34 93 56 33 6 83 57 51 53 42 88 86 59 73 65 3 82 5 14 32 81 63 13 41 1 12 77 16 44 35 95 91 18 43 40 17 23 76 15 49 54 21 22 87 36 71 64 78 80 46 45 24 8 62 30 47 50 31 
32 25885 25885 32 14 5 3 82 63 13 41 1 12 77 16 44 35 95 91 18 43 40 17 23 76 15 49 42 88 86 59 73 65 93 56 33 6 83 57 51 53 71 36 64 78 80 46 55 99 25 68 61 4 66 39 38 69 52 72 84 92 10 2 27 90 96 98 7 28 31 58 75 97 11 70 26 60 34 8 24 45 89 0 94 20 85 48 29 74 79 19 37 67 9 87 21 22 54 81 47 30 62 50 32 
33 27211 27211 33 56 93 60 34 26 70 11 97 94 0 89 20 85 48 29 74 79 19 37 45 24 8 71 36 64 78 80 46 55 99 25 68 61 4 66 39 38 69 52 72 84 92 10 2 27 90 96 98 7 28 31 58 75 9 67 6 83 57 51 53 42 88 86 59 73 65 3 82 5 14 32 81 63 13 41 1 12 77 16 44 35 95 91 18 43 40 17 23 76 15 49 54 21 22 87 62 30 47 50 33 
34 28025 28025 34 60 26 70 11 97 94 0 89 20 85 48 29 74 79 19 37 45 24 8 33 56 93 73 59 86 88 42 51 53 57 83 6 71 36 64 78 80 46 55 99 25 68 61 4 66 39 38 69 52 72 84 92 10 2 27 90 96 98 7 28 31 58 75 9 67 87 21 22 54 49 76 23 17 44 35 16 40 91 18 95 43 77 12 1 41 13 63 81 32 14 5 3 82 65 15 62 30 47 50 34 
35 28769 27967 35 44 16 40 91 18 95 17 23 76 15 1 12 77 62 30 47 81 63 13 41 32 14 5 3 82 86 59 73 65 93 56 33 6 83 57 51 53 42 88 49 54 21 22 87 36 71 64 78 80 46 55 99 25 68 61 4 66 39 38 69 52 72 84 92 10 2 27 90 96 98 7 28 31 58 75 97 11 70 26 60 34 8 24 45 89 0 94 20 85 48 29 74 79 19 37 67 9 50 43 35 
36 27699 27546 36 71 64 78 80 46 55 99 25 68 61 4 66 39 38 69 52 72 84 92 10 2 27 90 96 98 7 28 31 58 75 97 11 70 26 60 34 93 56 33 6 83 57 51 53 42 88 86 59 73 65 3 82 5 14 32 81 63 13 41 1 12 77 16 44 35 95 91 18 43 40 17 23 76 15 49 54 21 22 87 79 19 37 85 48 29 74 67 9 20 89 0 94 45 24 8 50 47 30 62 36 
37 27659 27564 37 19 79 29 74 68 25 99 55 61 4 66 39 38 69 52 72 84 92 10 2 27 90 96 98 7 28 31 58 75 97 11 70 26 60 34 93 56 33 6 83 57 51 53 42 88 86 59 73 65 3 82 5 14 32 81 63 13 41 1 12 77 16 44 35 95 91 18 43 40 17 23 76 15 49 54 21 22 87 36 71 64 78 80 46 48 85 67 9 20 89 0 94 45 24 8 50 47 30 62 37 
38 29365 29197 38 69 52 72 84 92 10 2 27 90 96 98 7 28 31 58 75 97 11 70 26 60 34 93 56 33 6 83 57 51 53 42 88 86 59 73 65 3 82 5 14 32 81 63 13 41 1 12 77 16 44 35 95 91 18 43 40 17 23 76 15 49 54 21 22 87 36 71 64 78 80 46 55 99 25 68 61 4 66 62 30 47 50 20 94 0 89 8 24 45 37 19 79 74 29 48 85 9 67 39 38 
39 29402 29309 39 38 69 52 72 84 92 10 2 27 90 96 98 7 28 31 58 75 97 11 70 26 60 34 93 56 33 6 83 57 51 53 42 88 86 59 73 65 3 82 5 14 32 81 63 13 41 1 12 77 16 44 35 95 91 18 43 40 17 23 76 15 49 54 21 22 87 36 71 64 78 80 46 55 99 25 68 61 4 66 67 9 85 48 29 74 79 19 37 45 24 8 89 0 94 20 50 47 30 62 39 
40 27695 27695 40 16 44 35 95 91 18 43 17 23 76 15 1 12 77 62 30 47 81 63 13 41 32 14 5 3 82 86 59 73 65 93 56 33 6 83 57 51 53 42 88 49 54 21 22 87 36 71 64 78 80 46 55 99 25 68 61 4 66 39 38 69 52 72 84 92 10 2 27 90 96 98 7 28 31 58 75 97 11 70 26 60 34 8 24 45 89 0 94 20 85 48 29 74 79 19 37 67 9 50 40 
41 26824 26720 41 1 12 77 16 44 35 95 91 18 43 40 17 23 76 15 13 63 81 32 14 5 3 82 86 59 73 65 93 56 33 6 83 57 51 53 42 88 49 54 21 22 87 36 71 64 78 80 46 55 99 25 68 61 4 66 39 38 69 52 72 84 92 10 2 27 90 96 98 7 28 31 58 75 97 11 70 26 60 34 8 24 45 89 0 94 20 85 48 29 74 79 19 37 67 9 50 47 30 62 41 
42 26956 26930 42 88 86 59 73 65 3 82 5 14 32 81 63 13 41 1 12 77 16 44 35 95 91 18 43 40 17 23 76 15 49 54 21 22 87 53 51 57 83 6 56 93 60 34 26 70 11 97 94 0 89 20 85 48 29 74 79 19 37 45 24 8 33 71 36 64 78 80 46 55 99 25 68 61 4 66 39 38 69 52 72 84 92 10 2 27 90 96 98 7 28 31 58 75 9 67 50 47 30 62 42 
43 26886 26886 43 91 18 95 35 44 16 40 77 12 1 41 13 63 81 32 14 5 3 82 86 59 73 65 93 56 33 6 83 57 51 53 42 88 49 54 21 22 87 36 71 64 78 80 46 55 99 25 68 61 4 66 39 38 69 52 72 84 92 10 2 27 90 96 98 7 28 31 58 75 97 11 70 26 60 34 8 24 45 89 0 94 20 85 48 29 74 79 19 37 67 9 76 23 17 15 62 30 47 50 43 
44 28736 28060 44 35 16 40 91 18 95 17 23 76 15 1 12 77 62 30 47 81 63 13 41 32 14 5 3 82 86 59 73 65 93 56 33 6 83 57 51 53 42 88 49 54 21 22 87 36 71 64 78 80 46 55 99 25 68 61 4 66 39 38 69 52 72 84 92 10 2 27 90 96 98 7 28 31 58 75 97 11 70 26 60 34 8 24 45 89 0 94 20 85 48 29 74 79 19 37 67 9 50 43 44 
45 28145 28128 45 24 50 47 30 62 9 67 37 19 79 74 29 48 85 20 89 94 0 70 11 97 75 58 31 28 7 98 96 90 27 2 10 92 84 72 52 69 38 39 66 4 61 68 25 99 55 46 80 78 64 71 36 87 22 21 54 49 15 76 23 17 40 43 18 91 95 35 44 16 77 12 1 41 13 63 81 32 14 5 82 3 65 73 59 86 88 42 53 51 57 83 6 33 56 93 34 60 26 8 45 
46 28559 28397 46 78 80 64 36 71 19 79 37 85 48 29 74 68 25 99 55 61 4 66 39 38 69 52 72 84 92 10 2 27 90 96 98 7 28 31 58 75 97 11 70 26 60 34 93 56 33 6 83 57 51 53 42 88 86 59 73 65 3 82 5 14 32 81 63 13 41 1 12 77 16 44 35 95 91 18 43 40 17 23 76 15 49 54 21 22 87 24 8 45 89 0 94 20 9 67 50 47 30 62 46 
47 26388 26388 47 30 62 12 77 16 44 35 95 91 18 43 40 17 23 76 15 1 41 13 63 81 32 14 5 3 82 86 59 73 65 93 56 33 6 83 57 51 53 42 88 49 54 21 22 87 36 71 64 78 80 46 55 99 25 68 61 4 66 39 38 69 52 72 84 92 10 2 27 90 96 98 7 28 31 58 75 97 11 70 26 60 34 8 24 45 89 0 94 20 85 48 29 74 79 19 37 67 9 50 47 
48 28840 28636 48 85 37 19 79 62 30 47 50 67 9 20 94 0 89 8 24 45 46 80 78 64 71 36 87 22 21 54 49 15 76 23 17 40 43 18 91 95 35 44 16 77 12 1 41 13 63 81 32 14 5 82 3 65 73 59 86 88 42 53 51 57 83 6 33 56 93 34 60 26 70 11 97 75 58 31 28 7 98 96 90 27 2 10 92 84 72 52 69 38 39 66 4 61 55 99 25 68 74 29 48 
49 26218 26142 49 42 88 86 59 73 65 3 82 5 14 32 81 63 13 41 1 12 77 16 44 35 95 91 18 43 40 17 23 76 15 62 30 47 50 67 9 75 58 31 28 7 98 96 90 27 2 10 92 84 72 52 69 38 39 66 4 61 68 25 99 55 46 80 78 64 36 71 33 8 24 45 37 19 79 74 29 48 85 20 89 0 94 97 11 70 26 34 60 93 56 6 83 57 51 53 87 22 21 54 49 
50 26388 26388 50 47 30 62 12 77 16 44 35 95 91 18 43 40 17 23 76 15 1 41 13 63 81 32 14 5 3 82 86 59 73 65 93 56 33 6 83 57 51 53 42 88 49 54 21 22 87 36 71 64 78 80 46 55 99 25 68 61 4 66 39 38 69 52 72 84 92 10 2 27 90 96 98 7 28 31 58 75 97 11 70 26 60 34 8 24 45 89 0 94 20 85 48 29 74 79 19 37 67 9 50 
51 27928 27928 51 53 57 83 6 56 93 60 34 26 70 11 97 94 0 89 20 85 48 29 74 79 19 37 45 24 8 33 71 36 64 78 80 46 55 99 25 68 61 4 66 39 38 69 52 72 84 92 10 2 27 90 96 98 7 28 31 58 75 9 67 73 59 86 88 42 49 54 21 22 87 23 17 76 15 1 12 77 16 44 35 95 91 18 43 40 62 30 47 81 63 13 41 32 14 5 3 82 65 50 51 
52 30146 30094 52 69 38 39 66 4 61 25 99 55 68 74 29 79 19 37 85 48 67 9 20 89 0 94 97 11 70 26 60 34 93 56 33 6 83 57 51 53 42 88 86 59 73 65 3 82 5 14 32 81 63 13 41 1 12 77 16 44 35 95 91 18 43 40 17 23 76 15 49 54 21 22 87 36 71 64 78 80 46 45 24 8 31 58 75 98 7 28 96 90 27 2 10 92 84 72 50 47 30 62 52 
53 27954 27928 53 51 50 65 82 3 5 14 32 41 13 63 81 47 30 62 40 43 18 91 95 35 44 16 77 12 1 15 76 17 23 87 22 21 54 49 42 88 86 59 73 67 9 75 58 31 28 7 98 96 90 27 2 10 92 84 72 52 69 38 39 66 4 61 68 25 99 55 46 80 78 64 36 71 33 8 24 45 37 19 79 74 29 48 85 20 89 0 94 97 11 70 26 34 60 93 56 6 83 57 53 
54 27407 27263 54 21 22 87 53 51 57 83 6 56 93 60 34 26 70 11 97 94 0 89 20 85 48 29 74 79 19 37 45 24 8 33 71 36 64 78 80 46 55 99 25 68 61 4 66 39 38 69 52 72 84 92 10 2 27 90 96 98 7 28 31 58 75 9 67 73 59 86 88 42 50 47 30 62 15 65 82 3 5 14 32 81 63 13 41 1 12 77 43 95 18 91 40 16 35 44 17 23 76 49 54 
55 27796 27607 55 99 25 68 61 4 66 39 38 69 52 72 84 92 10 2 27 90 96 98 7 28 31 58 75 97 11 70 26 60 34 93 56 33 6 83 57 51 53 42 88 86 59 73 65 3 82 5 14 32 81 63 13 41 1 12 77 16 44 35 95 91 18 43 40 17 23 76 15 49 54 21 22 87 36 71 64 78 80 46 74 29 79 19 37 85 48 67 9 20 89 0 94 45 24 8 50 47 30 62 55 
56 27754 27754 56 93 60 34 26 70 11 97 94 0 89 20 85 48 29 74 79 19 37 45 24 8 33 6 83 57 51 53 42 88 86 59 73 65 3 82 5 14 32 81 63 13 41 1 12 77 16 44 35 95 91 18 43 40 17 23 76 15 49 54 21 22 87 36 71 64 78 80 46 55 99 25 68 61 4 66 39 38 69 52 72 84 92 10 2 27 90 96 98 7 28 31 58 75 9 67 62 30 47 50 56 
57 26983 26983 57 83 6 56 93 60 34 26 70 11 97 94 0 89 20 85 48 29 74 79 19 37 45 24 8 33 71 36 64 78 80 46 55 99 25 68 61 4 66 39 38 69 52 72 84 92 10 2 27 90 96 98 7 28 31 58 75 9 67 53 51 42 88 86 59 73 65 3 82 5 14 32 81 63 13 41 1 12 77 16 44 35 95 91 18 43 40 17 23 76 15 49 54 21 22 87 62 30 47 50 57 
58 29161 29161 58 75 98 7 28 31 97 11 70 26 60 34 93 56 33 6 83 57 51 53 42 88 86 59 73 65 3 82 5 14 32 81 63 13 41 1 12 77 16 44 35 95 91 18 43 40 17 23 76 15 49 54 21 22 87 36 71 64 78 80 46 55 99 25 68 61 4 66 39 38 69 52 72 84 92 10 2 27 90 96 94 0 89 20 85 48 29 74 79 19 37 45 24 8 67 9 62 30 47 50 58 
59 27382 27382 59 73 86 88 42 51 53 57 83 6 56 93 60 34 26 70 11 97 94 0 89 20 85 48 29 74 79 19 37 45 24 8 33 71 36 64 78 80 46 55 99 25 68 61 4 66 39 38 69 52 72 84 92 10 2 27 90 96 98 7 28 31 58 75 9 67 87 21 22 54 49 76 23 17 44 35 16 40 91 18 95 43 77 12 1 41 13 63 81 32 14 5 3 82 65 15 62 30 47 50 59 
60 28104 28025 60 34 50 47 30 62 15 65 82 3 5 14 32 81 63 13 41 1 12 77 43 95 18 91 40 16 35 44 17 23 76 49 54 22 21 87 67 9 75 58 31 28 7 98 96 90 27 2 10 92 84 72 52 69 38 39 66 4 61 68 25 99 55 46 80 78 64 36 71 6 83 57 53 51 42 88 86 59 73 93 56 33 8 24 45 37 19 79 74 29 48 85 20 89 0 94 97 11 70 26 60 
61 29682 28937 61 25 99 55 62 30 47 50 68 74 29 79 19 37 85 48 67 9 20 89 0 94 97 11 70 26 60 34 93 56 33 6 83 57 51 53 42 88 86 59 73 65 3 82 5 14 32 81 63 13 41 1 12 77 16 44 35 95 91 18 43 40 17 23 76 15 49 54 21 22 87 36 71 64 78 80 46 45 24 8 31 58 75 98 7 28 96 90 27 2 10 92 84 72 52 69 38 39 66 4 61 
62 27493 27282 62 30 47 81 63 13 41 1 12 77 16 44 35 95 91 18 43 40 17 23 76 15 49 42 88 86 59 73 65 3 82 5 14 32 50 67 9 75 58 31 28 7 98 96 90 27 2 10 92 84 72 52 69 38 39 66 4 61 68 25 99 55 46 80 78 64 36 71 33 8 24 45 37 19 79 74 29 48 85 20 89 0 94 97 11 70 26 34 60 93 56 6 83 57 51 53 87 22 21 54 62 
63 26924 26924 63 13 41 1 12 77 16 44 35 95 91 18 43 40 17 23 76 15 49 42 88 86 59 73 65 3 82 5 14 32 81 47 30 62 50 54 21 22 87 53 51 57 83 6 56 93 60 34 26 70 11 97 94 0 89 20 85 48 29 74 79 19 37 45 24 8 33 71 36 64 78 80 46 55 99 25 68 61 4 66 39 38 69 52 72 84 92 10 2 27 90 96 98 7 28 31 58 75 9 67 63 
64 28581 28462 64 78 80 46 36 71 19 79 37 85 48 29 74 68 25 99 55 61 4 66 39 38 69 52 72 84 92 10 2 27 90 96 98 7 28 31 58 75 97 11 70 26 60 34 93 56 33 6 83 57 51 53 42 88 86 59 73 65 3 82 5 14 32 81 63 13 41 1 12 77 16 44 35 95 91 18 43 40 17 23 76 15 49 54 21 22 87 24 8 45 89 0 94 20 9 67 50 47 30 62 64 
65 26399 26399 65 73 59 86 88 42 51 53 57 83 6 56 93 60 34 26 70 11 97 94 0 89 20 85 48 29 74 79 19 37 45 24 8 33 71 36 64 78 80 46 55 99 25 68 61 4 66 39 38 69 52 72 84 92 10 2 27 90 96 98 7 28 31 58 75 9 67 87 21 22 54 49 76 23 17 44 35 16 40 91 18 95 43 77 12 1 41 13 63 81 32 14 5 3 82 15 62 30 47 50 65 
